participant,gender,age,language,logical_training,trial_type,card_type,guess_type,card,guess,response,aim,comments,response_type,order,duration
anon45,female,28,English,Yes,X_XandY,X,XandY,cat,catanddog,wrong,NA,NA,binary,NA,NA
anon45,female,28,English,Yes,XY_X,XY,X,dogele,ele,right,NA,NA,binary,NA,NA
anon45,female,28,English,Yes,X_X,X,X,cat,cat,right,NA,NA,binary,NA,NA
anon45,female,28,English,Yes,XY_XorY,XY,XorY,catdog,catordog,right,NA,NA,binary,NA,NA
anon45,female,28,English,Yes,X_XandY,X,XandY,cat,catandele,wrong,NA,NA,binary,NA,NA
anon45,female,28,English,Yes,XY_Z,XY,Z,catele,dog,wrong,NA,NA,binary,NA,NA
anon45,female,28,English,Yes,X_XorY,X,XorY,dog,dogorele,right,NA,NA,binary,NA,NA
anon45,female,28,English,Yes,XY_Z,XY,Z,dogele,cat,wrong,NA,NA,binary,NA,NA
anon45,female,28,English,Yes,X_Z,X,Z,cat,dog,wrong,NA,NA,binary,NA,NA
anon45,female,28,English,Yes,XY_X,XY,X,catele,ele,right,NA,NA,binary,NA,NA
anon45,female,28,English,Yes,X_XorY,X,XorY,ele,catorele,right,NA,NA,binary,NA,NA
anon45,female,28,English,Yes,XY_XorY,XY,XorY,catele,catorele,right,NA,NA,binary,NA,NA
anon45,female,28,English,Yes,X_Z,X,Z,cat,ele,wrong,NA,NA,binary,NA,NA
anon45,female,28,English,Yes,XY_XandY,XY,XandY,dogele,dogandele,right,NA,NA,binary,NA,NA
anon45,female,28,English,Yes,X_XorY,X,XorY,cat,catorele,right,NA,NA,binary,NA,NA
anon45,female,28,English,Yes,XY_XandY,XY,XandY,catele,catandele,right,NA,NA,binary,NA,NA
anon45,female,28,English,Yes,X_Z,X,Z,ele,dog,wrong,NA,NA,binary,NA,NA
anon46,female,48,English,No,XY_Z,XY,Z,catdog,ele,wrong,I'm not at all sure.,No issues,binary,NA,NA
anon46,female,48,English,No,XY_X,XY,X,dogele,ele,right,I'm not at all sure.,No issues,binary,NA,NA
anon46,female,48,English,No,X_XorY,X,XorY,cat,catorele,right,I'm not at all sure.,No issues,binary,NA,NA
anon46,female,48,English,No,XY_X,XY,X,catdog,dog,right,I'm not at all sure.,No issues,binary,NA,NA
anon46,female,48,English,No,XY_XandY,XY,XandY,catele,catandele,right,I'm not at all sure.,No issues,binary,NA,NA
anon46,female,48,English,No,X_XorY,X,XorY,cat,catordog,right,I'm not at all sure.,No issues,binary,NA,NA
anon46,female,48,English,No,X_XorY,X,XorY,dog,dogorele,right,I'm not at all sure.,No issues,binary,NA,NA
anon46,female,48,English,No,X_X,X,X,dog,dog,right,I'm not at all sure.,No issues,binary,NA,NA
anon46,female,48,English,No,XY_Z,XY,Z,dogele,cat,wrong,I'm not at all sure.,No issues,binary,NA,NA
anon46,female,48,English,No,X_X,X,X,ele,ele,right,I'm not at all sure.,No issues,binary,NA,NA
anon46,female,48,English,No,X_Z,X,Z,ele,cat,wrong,I'm not at all sure.,No issues,binary,NA,NA
anon46,female,48,English,No,XY_XorY,XY,XorY,catdog,catordog,right,I'm not at all sure.,No issues,binary,NA,NA
anon46,female,48,English,No,XY_Z,XY,Z,catele,dog,wrong,I'm not at all sure.,No issues,binary,NA,NA
anon46,female,48,English,No,X_Z,X,Z,dog,ele,wrong,I'm not at all sure.,No issues,binary,NA,NA
anon46,female,48,English,No,XY_X,XY,X,catdog,cat,right,I'm not at all sure.,No issues,binary,NA,NA
anon46,female,48,English,No,XY_XorY,XY,XorY,catele,catorele,right,I'm not at all sure.,No issues,binary,NA,NA
anon46,female,48,English,No,X_XandY,X,XandY,dog,catanddog,wrong,I'm not at all sure.,No issues,binary,NA,NA
anon46,female,48,English,No,X_XandY,X,XandY,cat,catanddog,wrong,I'm not at all sure.,No issues,binary,NA,NA
anon46,female,48,English,No,XY_XandY,XY,XandY,dogele,dogandele,right,I'm not at all sure.,No issues,binary,NA,NA
anon46,female,48,English,No,X_Z,X,Z,cat,ele,wrong,I'm not at all sure.,No issues,binary,NA,NA
anon46,female,48,English,No,XY_XorY,XY,XorY,dogele,dogorele,right,I'm not at all sure.,No issues,binary,NA,NA
anon46,female,48,English,No,X_X,X,X,cat,cat,right,I'm not at all sure.,No issues,binary,NA,NA
anon46,female,48,English,No,XY_XandY,XY,XandY,catdog,catanddog,right,I'm not at all sure.,No issues,binary,NA,NA
anon46,female,48,English,No,X_XandY,X,XandY,ele,dogandele,wrong,I'm not at all sure.,No issues,binary,NA,NA
anon47,male,26,ENGLISH,Yes,X_XandY,X,XandY,cat,catanddog,wrong,VERY NICE,THE GAME IS VERY NICE,binary,NA,NA
anon47,male,26,ENGLISH,Yes,XY_X,XY,X,dogele,ele,wrong,VERY NICE,THE GAME IS VERY NICE,binary,NA,NA
anon47,male,26,ENGLISH,Yes,X_Z,X,Z,ele,cat,wrong,VERY NICE,THE GAME IS VERY NICE,binary,NA,NA
anon47,male,26,ENGLISH,Yes,XY_XandY,XY,XandY,catdog,catanddog,right,VERY NICE,THE GAME IS VERY NICE,binary,NA,NA
anon47,male,26,ENGLISH,Yes,XY_Z,XY,Z,dogele,cat,wrong,VERY NICE,THE GAME IS VERY NICE,binary,NA,NA
anon47,male,26,ENGLISH,Yes,X_XandY,X,XandY,ele,catandele,wrong,VERY NICE,THE GAME IS VERY NICE,binary,NA,NA
anon47,male,26,ENGLISH,Yes,XY_X,XY,X,dogele,dog,wrong,VERY NICE,THE GAME IS VERY NICE,binary,NA,NA
anon47,male,26,ENGLISH,Yes,XY_XorY,XY,XorY,catele,catorele,right,VERY NICE,THE GAME IS VERY NICE,binary,NA,NA
anon47,male,26,ENGLISH,Yes,X_Z,X,Z,ele,dog,wrong,VERY NICE,THE GAME IS VERY NICE,binary,NA,NA
anon47,male,26,ENGLISH,Yes,X_XorY,X,XorY,ele,dogorele,right,VERY NICE,THE GAME IS VERY NICE,binary,NA,NA
anon47,male,26,ENGLISH,Yes,X_XorY,X,XorY,dog,dogorele,right,VERY NICE,THE GAME IS VERY NICE,binary,NA,NA
anon47,male,26,ENGLISH,Yes,X_Z,X,Z,dog,ele,wrong,VERY NICE,THE GAME IS VERY NICE,binary,NA,NA
anon47,male,26,ENGLISH,Yes,XY_Z,XY,Z,catdog,ele,wrong,VERY NICE,THE GAME IS VERY NICE,binary,NA,NA
anon47,male,26,ENGLISH,Yes,XY_XandY,XY,XandY,catele,catandele,right,VERY NICE,THE GAME IS VERY NICE,binary,NA,NA
anon47,male,26,ENGLISH,Yes,X_X,X,X,dog,dog,right,VERY NICE,THE GAME IS VERY NICE,binary,NA,NA
anon47,male,26,ENGLISH,Yes,X_XandY,X,XandY,dog,catanddog,right,VERY NICE,THE GAME IS VERY NICE,binary,NA,NA
anon47,male,26,ENGLISH,Yes,XY_XandY,XY,XandY,dogele,dogandele,right,VERY NICE,THE GAME IS VERY NICE,binary,NA,NA
anon47,male,26,ENGLISH,Yes,XY_XorY,XY,XorY,catdog,catordog,right,VERY NICE,THE GAME IS VERY NICE,binary,NA,NA
anon47,male,26,ENGLISH,Yes,XY_X,XY,X,catdog,cat,wrong,VERY NICE,THE GAME IS VERY NICE,binary,NA,NA
anon47,male,26,ENGLISH,Yes,X_XorY,X,XorY,cat,catordog,right,VERY NICE,THE GAME IS VERY NICE,binary,NA,NA
anon47,male,26,ENGLISH,Yes,XY_Z,XY,Z,catele,dog,wrong,VERY NICE,THE GAME IS VERY NICE,binary,NA,NA
anon47,male,26,ENGLISH,Yes,X_X,X,X,cat,cat,right,VERY NICE,THE GAME IS VERY NICE,binary,NA,NA
anon47,male,26,ENGLISH,Yes,XY_XorY,XY,XorY,dogele,dogorele,right,VERY NICE,THE GAME IS VERY NICE,binary,NA,NA
anon47,male,26,ENGLISH,Yes,X_X,X,X,ele,ele,right,VERY NICE,THE GAME IS VERY NICE,binary,NA,NA
anon48,female,54,english,No,XY_Z,XY,Z,dogele,cat,wrong,to see how we tell if a picture of one or more things is equal to the guessed word,"thanks, somewhat tricky but fun task! :-)",quatenary,NA,NA
anon48,female,54,english,No,X_Z,X,Z,cat,dog,wrong,to see how we tell if a picture of one or more things is equal to the guessed word,"thanks, somewhat tricky but fun task! :-)",quatenary,NA,NA
anon48,female,54,english,No,X_XorY,X,XorY,dog,catordog,right,to see how we tell if a picture of one or more things is equal to the guessed word,"thanks, somewhat tricky but fun task! :-)",quatenary,NA,NA
anon48,female,54,english,No,X_X,X,X,cat,cat,right,to see how we tell if a picture of one or more things is equal to the guessed word,"thanks, somewhat tricky but fun task! :-)",quatenary,NA,NA
anon48,female,54,english,No,X_X,X,X,ele,ele,right,to see how we tell if a picture of one or more things is equal to the guessed word,"thanks, somewhat tricky but fun task! :-)",quatenary,NA,NA
anon48,female,54,english,No,XY_XorY,XY,XorY,catele,catorele,right,to see how we tell if a picture of one or more things is equal to the guessed word,"thanks, somewhat tricky but fun task! :-)",quatenary,NA,NA
anon48,female,54,english,No,XY_X,XY,X,catele,cat,kinda right,to see how we tell if a picture of one or more things is equal to the guessed word,"thanks, somewhat tricky but fun task! :-)",quatenary,NA,NA
anon48,female,54,english,No,X_X,X,X,dog,dog,right,to see how we tell if a picture of one or more things is equal to the guessed word,"thanks, somewhat tricky but fun task! :-)",quatenary,NA,NA
anon48,female,54,english,No,X_XorY,X,XorY,ele,catorele,right,to see how we tell if a picture of one or more things is equal to the guessed word,"thanks, somewhat tricky but fun task! :-)",quatenary,NA,NA
anon48,female,54,english,No,XY_XandY,XY,XandY,catdog,catanddog,right,to see how we tell if a picture of one or more things is equal to the guessed word,"thanks, somewhat tricky but fun task! :-)",quatenary,NA,NA
anon48,female,54,english,No,XY_X,XY,X,catdog,cat,kinda right,to see how we tell if a picture of one or more things is equal to the guessed word,"thanks, somewhat tricky but fun task! :-)",quatenary,NA,NA
anon48,female,54,english,No,X_Z,X,Z,cat,ele,wrong,to see how we tell if a picture of one or more things is equal to the guessed word,"thanks, somewhat tricky but fun task! :-)",quatenary,NA,NA
anon48,female,54,english,No,XY_XandY,XY,XandY,catele,catandele,right,to see how we tell if a picture of one or more things is equal to the guessed word,"thanks, somewhat tricky but fun task! :-)",quatenary,NA,NA
anon48,female,54,english,No,XY_Z,XY,Z,catdog,ele,wrong,to see how we tell if a picture of one or more things is equal to the guessed word,"thanks, somewhat tricky but fun task! :-)",quatenary,NA,NA
anon48,female,54,english,No,X_XorY,X,XorY,ele,dogorele,right,to see how we tell if a picture of one or more things is equal to the guessed word,"thanks, somewhat tricky but fun task! :-)",quatenary,NA,NA
anon48,female,54,english,No,X_XandY,X,XandY,cat,catandele,kinda wrong,to see how we tell if a picture of one or more things is equal to the guessed word,"thanks, somewhat tricky but fun task! :-)",quatenary,NA,NA
anon48,female,54,english,No,XY_X,XY,X,catdog,dog,kinda right,to see how we tell if a picture of one or more things is equal to the guessed word,"thanks, somewhat tricky but fun task! :-)",quatenary,NA,NA
anon48,female,54,english,No,XY_Z,XY,Z,catele,dog,wrong,to see how we tell if a picture of one or more things is equal to the guessed word,"thanks, somewhat tricky but fun task! :-)",quatenary,NA,NA
anon48,female,54,english,No,X_XandY,X,XandY,ele,dogandele,kinda wrong,to see how we tell if a picture of one or more things is equal to the guessed word,"thanks, somewhat tricky but fun task! :-)",quatenary,NA,NA
anon48,female,54,english,No,XY_XorY,XY,XorY,catdog,catordog,kinda right,to see how we tell if a picture of one or more things is equal to the guessed word,"thanks, somewhat tricky but fun task! :-)",quatenary,NA,NA
anon48,female,54,english,No,X_Z,X,Z,ele,dog,wrong,to see how we tell if a picture of one or more things is equal to the guessed word,"thanks, somewhat tricky but fun task! :-)",quatenary,NA,NA
anon48,female,54,english,No,XY_XandY,XY,XandY,dogele,dogandele,right,to see how we tell if a picture of one or more things is equal to the guessed word,"thanks, somewhat tricky but fun task! :-)",quatenary,NA,NA
anon48,female,54,english,No,X_XandY,X,XandY,dog,dogandele,kinda wrong,to see how we tell if a picture of one or more things is equal to the guessed word,"thanks, somewhat tricky but fun task! :-)",quatenary,NA,NA
anon48,female,54,english,No,XY_XorY,XY,XorY,dogele,dogorele,kinda right,to see how we tell if a picture of one or more things is equal to the guessed word,"thanks, somewhat tricky but fun task! :-)",quatenary,NA,NA
anon5,male,31,English,No,X_XandY,X,XandY,dog,dogandele,kinda wrong,I assume it was to see how right or wrong people consider statements to be based on their exact wording.,"No issues. I think my answers to similar questions changed a little as I became familiar with what sorts of possibilities there were. If this is not desired, you might want to show a list of possible answer types Bob might give before starting the experiment so people can orient themselves better.",quatenary,NA,NA
anon5,male,31,English,No,XY_XandY,XY,XandY,catele,catandele,right,I assume it was to see how right or wrong people consider statements to be based on their exact wording.,"No issues. I think my answers to similar questions changed a little as I became familiar with what sorts of possibilities there were. If this is not desired, you might want to show a list of possible answer types Bob might give before starting the experiment so people can orient themselves better.",quatenary,NA,NA
anon5,male,31,English,No,X_XorY,X,XorY,ele,dogorele,kinda right,I assume it was to see how right or wrong people consider statements to be based on their exact wording.,"No issues. I think my answers to similar questions changed a little as I became familiar with what sorts of possibilities there were. If this is not desired, you might want to show a list of possible answer types Bob might give before starting the experiment so people can orient themselves better.",quatenary,NA,NA
anon5,male,31,English,No,X_X,X,X,cat,cat,right,I assume it was to see how right or wrong people consider statements to be based on their exact wording.,"No issues. I think my answers to similar questions changed a little as I became familiar with what sorts of possibilities there were. If this is not desired, you might want to show a list of possible answer types Bob might give before starting the experiment so people can orient themselves better.",quatenary,NA,NA
anon5,male,31,English,No,X_XorY,X,XorY,dog,catordog,kinda right,I assume it was to see how right or wrong people consider statements to be based on their exact wording.,"No issues. I think my answers to similar questions changed a little as I became familiar with what sorts of possibilities there were. If this is not desired, you might want to show a list of possible answer types Bob might give before starting the experiment so people can orient themselves better.",quatenary,NA,NA
anon5,male,31,English,No,XY_X,XY,X,dogele,ele,kinda right,I assume it was to see how right or wrong people consider statements to be based on their exact wording.,"No issues. I think my answers to similar questions changed a little as I became familiar with what sorts of possibilities there were. If this is not desired, you might want to show a list of possible answer types Bob might give before starting the experiment so people can orient themselves better.",quatenary,NA,NA
anon5,male,31,English,No,XY_Z,XY,Z,catdog,ele,wrong,I assume it was to see how right or wrong people consider statements to be based on their exact wording.,"No issues. I think my answers to similar questions changed a little as I became familiar with what sorts of possibilities there were. If this is not desired, you might want to show a list of possible answer types Bob might give before starting the experiment so people can orient themselves better.",quatenary,NA,NA
anon5,male,31,English,No,XY_XandY,XY,XandY,dogele,dogandele,right,I assume it was to see how right or wrong people consider statements to be based on their exact wording.,"No issues. I think my answers to similar questions changed a little as I became familiar with what sorts of possibilities there were. If this is not desired, you might want to show a list of possible answer types Bob might give before starting the experiment so people can orient themselves better.",quatenary,NA,NA
anon5,male,31,English,No,XY_XorY,XY,XorY,dogele,dogorele,kinda right,I assume it was to see how right or wrong people consider statements to be based on their exact wording.,"No issues. I think my answers to similar questions changed a little as I became familiar with what sorts of possibilities there were. If this is not desired, you might want to show a list of possible answer types Bob might give before starting the experiment so people can orient themselves better.",quatenary,NA,NA
anon5,male,31,English,No,XY_Z,XY,Z,catele,dog,wrong,I assume it was to see how right or wrong people consider statements to be based on their exact wording.,"No issues. I think my answers to similar questions changed a little as I became familiar with what sorts of possibilities there were. If this is not desired, you might want to show a list of possible answer types Bob might give before starting the experiment so people can orient themselves better.",quatenary,NA,NA
anon5,male,31,English,No,X_X,X,X,dog,dog,right,I assume it was to see how right or wrong people consider statements to be based on their exact wording.,"No issues. I think my answers to similar questions changed a little as I became familiar with what sorts of possibilities there were. If this is not desired, you might want to show a list of possible answer types Bob might give before starting the experiment so people can orient themselves better.",quatenary,NA,NA
anon5,male,31,English,No,XY_X,XY,X,dogele,dog,kinda right,I assume it was to see how right or wrong people consider statements to be based on their exact wording.,"No issues. I think my answers to similar questions changed a little as I became familiar with what sorts of possibilities there were. If this is not desired, you might want to show a list of possible answer types Bob might give before starting the experiment so people can orient themselves better.",quatenary,NA,NA
anon5,male,31,English,No,X_Z,X,Z,cat,ele,wrong,I assume it was to see how right or wrong people consider statements to be based on their exact wording.,"No issues. I think my answers to similar questions changed a little as I became familiar with what sorts of possibilities there were. If this is not desired, you might want to show a list of possible answer types Bob might give before starting the experiment so people can orient themselves better.",quatenary,NA,NA
anon5,male,31,English,No,XY_XorY,XY,XorY,catdog,catordog,kinda right,I assume it was to see how right or wrong people consider statements to be based on their exact wording.,"No issues. I think my answers to similar questions changed a little as I became familiar with what sorts of possibilities there were. If this is not desired, you might want to show a list of possible answer types Bob might give before starting the experiment so people can orient themselves better.",quatenary,NA,NA
anon5,male,31,English,No,X_XandY,X,XandY,dog,catanddog,wrong,I assume it was to see how right or wrong people consider statements to be based on their exact wording.,"No issues. I think my answers to similar questions changed a little as I became familiar with what sorts of possibilities there were. If this is not desired, you might want to show a list of possible answer types Bob might give before starting the experiment so people can orient themselves better.",quatenary,NA,NA
anon5,male,31,English,No,XY_XorY,XY,XorY,catele,catorele,kinda right,I assume it was to see how right or wrong people consider statements to be based on their exact wording.,"No issues. I think my answers to similar questions changed a little as I became familiar with what sorts of possibilities there were. If this is not desired, you might want to show a list of possible answer types Bob might give before starting the experiment so people can orient themselves better.",quatenary,NA,NA
anon5,male,31,English,No,X_XorY,X,XorY,dog,dogorele,kinda right,I assume it was to see how right or wrong people consider statements to be based on their exact wording.,"No issues. I think my answers to similar questions changed a little as I became familiar with what sorts of possibilities there were. If this is not desired, you might want to show a list of possible answer types Bob might give before starting the experiment so people can orient themselves better.",quatenary,NA,NA
